0.0118	0.0118
0.0154	0.0154
0.0111	0.9555
0.8000	0.0500
0.0143	0.0143
0.0154	0.0154
0.0154	0.0155
0.0286	0.0286
0.0118	0.0118
0.0222	0.0222
